provider_org_code,waiting_list_size,over_18wk,over_52wk,completed_pathways,period_month,over18_share,over52_share
RBT,87434.0,39492.0,3676.0,18508.0,2025-09-01,0.4516778369970492,0.04204314111215317
RBT,86440.0,39042.0,2986.0,20552.0,2025-10-01,0.4516658954187876,0.034544192503470614
RBT,83826.0,38032.0,2288.0,18164.0,2025-11-01,0.45370171545821103,0.027294634123064442
RBT,79188.0,36536.0,1724.0,17322.0,2025-12-01,0.46138303783401524,0.02177097540031318
RBT,74824.0,33984.0,1600.0,17456.0,2026-01-01,0.45418582273067465,0.021383513311237036
RBT,69122.0,29550.0,1254.0,17658.0,2026-02-01,0.4275049911750239,0.018141836173721827
RBT,61170.0,22954.0,818.0,18464.0,2026-03-01,0.3752493052149747,0.013372568252411312
REM,37060.0,3822.0,0.0,14500.0,2019-04-01,0.10313005936319482,0.0
REM,38758.0,3850.0,0.0,15498.0,2019-05-01,0.09933433097683059,0.0
REM,40106.0,4424.0,0.0,14000.0,2019-06-01,0.11030768463571536,0.0
REM,39422.0,4766.0,0.0,17002.0,2019-07-01,0.12089696108771752,0.0
REM,41934.0,5630.0,0.0,13838.0,2019-08-01,0.1342585968426575,0.0
REM,41676.0,5652.0,0.0,14984.0,2019-09-01,0.1356176216527498,0.0
REM,99122.0,14764.0,0.0,35230.0,2019-10-01,0.14894776134460563,0.0
REM,98840.0,15586.0,0.0,31758.0,2019-11-01,0.1576891946580332,0.0
REM,99236.0,17208.0,0.0,25778.0,2019-12-01,0.17340481276955944,0.0
REM,97514.0,17674.0,0.0,33004.0,2020-01-01,0.18124576983817708,0.0
REM,98160.0,18108.0,0.0,29730.0,2020-02-01,0.18447432762836186,0.0
REM,93180.0,21190.0,2.0,27654.0,2020-03-01,0.22740931530371325,2.1463833440652502e-05
REM,84720.0,26498.0,24.0,11912.0,2020-04-01,0.3127714825306893,0.00028328611898016995
REM,80654.0,32840.0,172.0,11624.0,2020-05-01,0.4071713740174077,0.002132566270736727
REM,79134.0,41664.0,498.0,15974.0,2020-06-01,0.5264993555235423,0.006293123057093032
REM,83604.0,48754.0,1038.0,18428.0,2020-07-01,0.5831539160805703,0.012415673891201379
REM,85720.0,44550.0,1396.0,17360.0,2020-08-01,0.519715352309846,0.01628558096126925
REM,81942.0,36278.0,1700.0,23248.0,2020-09-01,0.44272778306607113,0.020746381586976153
REM,86348.0,32832.0,2624.0,21986.0,2020-10-01,0.38022884143234353,0.030388659841571315
REM,88376.0,30854.0,3592.0,21102.0,2020-11-01,0.3491219335566217,0.04064451887390242
REM,90258.0,31852.0,4708.0,20168.0,2020-12-01,0.3528994659753152,0.0521615812448758
REM,93300.0,33756.0,6888.0,19866.0,2021-01-01,0.3618006430868167,0.07382636655948553
REM,96006.0,35328.0,8996.0,19492.0,2021-02-01,0.3679770014374102,0.0937024769285253
REM,99306.0,36242.0,10208.0,24942.0,2021-03-01,0.36495277223934103,0.10279338609953075
REM,104470.0,38298.0,9660.0,22042.0,2021-04-01,0.36659328036756966,0.0924667368622571
REM,112446.0,39506.0,8962.0,19308.0,2021-05-01,0.3513330843249204,0.07970047845187912
REM,117716.0,40510.0,8378.0,22418.0,2021-06-01,0.3441333378640117,0.07117129362193754
REM,123960.0,44912.0,9044.0,21068.0,2021-07-01,0.3623104227170055,0.07295901903839948
REM,129520.0,49366.0,9794.0,18332.0,2021-08-01,0.3811457689932057,0.07561766522544781
REM,133854.0,55202.0,11104.0,22994.0,2021-09-01,0.4124045601924485,0.08295605659898098
REM,140734.0,59578.0,12302.0,21854.0,2021-10-01,0.4233376440661105,0.0874131339974704
REM,141916.0,60374.0,12164.0,26864.0,2021-11-01,0.42542067138307166,0.0857126751035824
REM,140510.0,64372.0,11712.0,23118.0,2021-12-01,0.45813109387232226,0.08335349797167461
REM,146074.0,66256.0,12208.0,25332.0,2022-01-01,0.4535783233155798,0.08357407889152074
REM,148542.0,67852.0,11686.0,26844.0,2022-02-01,0.45678663273686904,0.07867135221014931
REM,155644.0,71562.0,12860.0,28202.0,2022-03-01,0.45978001079386294,0.0826244506694765
REM,161158.0,76124.0,14598.0,20770.0,2022-04-01,0.47235632112585163,0.0905819134017548
REM,165254.0,76226.0,15990.0,26606.0,2022-05-01,0.4612656879712443,0.0967601389376354
REM,167546.0,80868.0,17534.0,25090.0,2022-06-01,0.48266147804185117,0.10465185680350471
REM,169334.0,86246.0,19914.0,24132.0,2022-07-01,0.5093247664379275,0.11760189920512124
REM,173196.0,88778.0,20460.0,24742.0,2022-08-01,0.5125868957712649,0.11813205847710109
REM,174088.0,89810.0,20368.0,26492.0,2022-09-01,0.5158885161527503,0.11699829971049125
REM,176292.0,89688.0,20968.0,24320.0,2022-10-01,0.5087468518140358,0.11893903296803031
REM,173164.0,88930.0,20556.0,29706.0,2022-11-01,0.5135594003372526,0.1187082765470883
REM,172900.0,91662.0,19350.0,20844.0,2022-12-01,0.5301445922498554,0.1119144013880856
REM,165218.0,84416.0,15032.0,29040.0,2023-01-01,0.510937064968708,0.09098282269486375
REM,158370.0,78106.0,12668.0,28952.0,2023-02-01,0.49318684094209764,0.0799898970764665
REM,156360.0,76000.0,12206.0,31212.0,2023-03-01,0.48605781529803016,0.07806344333589153
REM,157974.0,76606.0,12456.0,22806.0,2023-04-01,0.4849278995277704,0.07884841809411676
REM,158538.0,73882.0,11008.0,28802.0,2023-05-01,0.4660207647377916,0.06943445735407285
REM,157278.0,73910.0,9288.0,30162.0,2023-06-01,0.4699322219255077,0.05905466753137756
REM,157484.0,72912.0,7856.0,26176.0,2023-07-01,0.4629803662594295,0.04988443270427472
REM,160784.0,74702.0,8008.0,25402.0,2023-08-01,0.46461090655786647,0.04980595084087969
REM,157976.0,73420.0,7520.0,26824.0,2023-09-01,0.4647541398693472,0.04760216741783562
REM,156854.0,70602.0,5864.0,29294.0,2023-10-01,0.45011284379104133,0.03738508421844518
REM,155922.0,71092.0,4702.0,30558.0,2023-11-01,0.4559459216787881,0.030156103692872076
REM,155238.0,75232.0,3586.0,22908.0,2023-12-01,0.48462361019853384,0.023100014171787836
REM,156070.0,74406.0,3356.0,27668.0,2024-01-01,0.47674761325046455,0.021503171653745115
REM,156382.0,73888.0,2914.0,27152.0,2024-02-01,0.47248404547837985,0.018633858116663043
REM,152404.0,73182.0,3346.0,26072.0,2024-03-01,0.4801842471326212,0.021954804335844205
REM,153856.0,71810.0,3378.0,26218.0,2024-04-01,0.46673512895174707,0.021955594841930118
REM,154038.0,70766.0,4068.0,25698.0,2024-05-01,0.4594061205676521,0.026409067892338253
REM,154150.0,70798.0,4754.0,24266.0,2024-06-01,0.45927992215374636,0.030840090820629256
REM,152428.0,70700.0,5154.0,26420.0,2024-07-01,0.4638255438633322,0.033812685333403314
REM,152638.0,71956.0,5910.0,22412.0,2024-08-01,0.47141603008425165,0.03871906078433942
REM,149828.0,71320.0,5378.0,25062.0,2024-09-01,0.4760124943268281,0.03589449235122941
REM,142988.0,64902.0,4286.0,28552.0,2024-10-01,0.4538982292220326,0.029974543318320418
REM,142846.0,63174.0,4300.0,24774.0,2024-11-01,0.4422524956946642,0.030102347983142687
REM,144628.0,65806.0,4292.0,20794.0,2024-12-01,0.4550017977155184,0.02967613463506375
REM,143496.0,66474.0,4742.0,23822.0,2025-01-01,0.4632463622679378,0.03304621731616212
REM,142624.0,66632.0,4754.0,24136.0,2025-02-01,0.46718644828359884,0.033332398474310077
REM,143656.0,67136.0,4952.0,25278.0,2025-03-01,0.46733864231219024,0.03447123684357075
REM,142460.0,65924.0,6038.0,22426.0,2025-04-01,0.4627544573915485,0.04238382703916889
REM,139330.0,63652.0,6228.0,22588.0,2025-05-01,0.4568434651546688,0.04469963396253499
REM,138198.0,61114.0,5712.0,25180.0,2025-06-01,0.44222058206341625,0.04133200191030261
REM,133674.0,58906.0,5050.0,26050.0,2025-07-01,0.44066909047383934,0.03777847599383575
REM,135190.0,59400.0,4698.0,21668.0,2025-08-01,0.43938161106590723,0.03475109105703084
REM,133170.0,58612.0,4226.0,25140.0,2025-09-01,0.44012915821881804,0.03173387399564467
REM,132660.0,57944.0,3350.0,26730.0,2025-10-01,0.43678576812905173,0.025252525252525252
REM,129258.0,56214.0,3034.0,23970.0,2025-11-01,0.43489764656733043,0.023472434975011218
REM,127982.0,57250.0,2118.0,21828.0,2025-12-01,0.4473285305746121,0.016549202231563812
REM,128162.0,57012.0,1962.0,23268.0,2026-01-01,0.4448432452677081,0.015308749863454065
REM,125640.0,53256.0,1752.0,25250.0,2026-02-01,0.4238777459407832,0.013944603629417383
REM,121300.0,45870.0,1120.0,28716.0,2026-03-01,0.3781533388293487,0.00923330585325639
REN,960.0,26.0,0.0,630.0,2019-04-01,0.027083333333333334,0.0
REN,810.0,18.0,0.0,684.0,2019-05-01,0.022222222222222223,0.0
REN,906.0,14.0,0.0,618.0,2019-06-01,0.01545253863134658,0.0
REN,1048.0,14.0,0.0,686.0,2019-07-01,0.013358778625954198,0.0
REN,1064.0,16.0,0.0,676.0,2019-08-01,0.015037593984962405,0.0
REN,984.0,14.0,0.0,634.0,2019-09-01,0.014227642276422764,0.0
REN,800.0,14.0,0.0,666.0,2019-10-01,0.0175,0.0
REN,916.0,18.0,0.0,562.0,2019-11-01,0.019650655021834062,0.0
REN,960.0,12.0,0.0,522.0,2019-12-01,0.0125,0.0
REN,966.0,20.0,0.0,590.0,2020-01-01,0.020703933747412008,0.0
REN,1144.0,12.0,0.0,600.0,2020-02-01,0.01048951048951049,0.0
REN,1198.0,12.0,0.0,586.0,2020-03-01,0.01001669449081803,0.0
REN,934.0,24.0,0.0,536.0,2020-04-01,0.02569593147751606,0.0
REN,660.0,26.0,0.0,398.0,2020-05-01,0.03939393939393939,0.0
REN,688.0,24.0,0.0,372.0,2020-06-01,0.03488372093023256,0.0
REN,788.0,28.0,0.0,454.0,2020-07-01,0.03553299492385787,0.0
REN,858.0,24.0,0.0,456.0,2020-08-01,0.027972027972027972,0.0
REN,916.0,34.0,0.0,502.0,2020-09-01,0.03711790393013101,0.0
REN,670.0,16.0,0.0,524.0,2020-10-01,0.023880597014925373,0.0
REN,1108.0,8.0,0.0,628.0,2020-11-01,0.007220216606498195,0.0
REN,1256.0,24.0,0.0,564.0,2020-12-01,0.01910828025477707,0.0
REN,1258.0,28.0,0.0,558.0,2021-01-01,0.022257551669316374,0.0
REN,1232.0,26.0,0.0,566.0,2021-02-01,0.021103896103896104,0.0
REN,1606.0,16.0,0.0,934.0,2021-03-01,0.009962640099626401,0.0
REN,2196.0,30.0,0.0,1116.0,2021-04-01,0.01366120218579235,0.0
REN,1996.0,30.0,0.0,1330.0,2021-05-01,0.01503006012024048,0.0
REN,1548.0,18.0,0.0,1298.0,2021-06-01,0.011627906976744186,0.0
REN,1564.0,14.0,0.0,1358.0,2021-07-01,0.008951406649616368,0.0
REN,1696.0,20.0,0.0,1336.0,2021-08-01,0.01179245283018868,0.0
REN,1596.0,32.0,0.0,818.0,2021-09-01,0.020050125313283207,0.0
REN,1440.0,32.0,0.0,838.0,2021-10-01,0.022222222222222223,0.0
REN,1432.0,28.0,0.0,910.0,2021-11-01,0.019553072625698324,0.0
REN,1400.0,14.0,0.0,824.0,2021-12-01,0.01,0.0
REN,1356.0,12.0,0.0,836.0,2022-01-01,0.008849557522123894,0.0
REN,1620.0,42.0,0.0,720.0,2022-02-01,0.025925925925925925,0.0
REN,1820.0,30.0,0.0,994.0,2022-03-01,0.016483516483516484,0.0
REN,1810.0,24.0,0.0,896.0,2022-04-01,0.013259668508287293,0.0
REN,1962.0,34.0,0.0,900.0,2022-05-01,0.017329255861365953,0.0
REN,1890.0,36.0,0.0,910.0,2022-06-01,0.01904761904761905,0.0
REN,1998.0,40.0,0.0,830.0,2022-07-01,0.02002002002002002,0.0
REN,1850.0,62.0,0.0,1092.0,2022-08-01,0.03351351351351351,0.0
REN,1880.0,92.0,0.0,914.0,2022-09-01,0.04893617021276596,0.0
REN,2050.0,64.0,0.0,856.0,2022-10-01,0.03121951219512195,0.0
REN,2136.0,46.0,0.0,898.0,2022-11-01,0.02153558052434457,0.0
REN,2128.0,66.0,0.0,870.0,2022-12-01,0.03101503759398496,0.0
REN,1742.0,28.0,0.0,902.0,2023-01-01,0.016073478760045924,0.0
REN,1860.0,52.0,0.0,814.0,2023-02-01,0.02795698924731183,0.0
REN,2212.0,86.0,0.0,964.0,2023-03-01,0.03887884267631103,0.0
REN,2156.0,86.0,2.0,874.0,2023-04-01,0.039888682745825604,0.0009276437847866419
REN,1886.0,74.0,2.0,1058.0,2023-05-01,0.03923647932131495,0.0010604453870625664
REN,1986.0,58.0,4.0,986.0,2023-06-01,0.02920443101711984,0.002014098690835851
REN,1902.0,72.0,0.0,1026.0,2023-07-01,0.03785488958990536,0.0
REN,1882.0,80.0,0.0,1026.0,2023-08-01,0.04250797024442083,0.0
REN,2082.0,86.0,0.0,1458.0,2023-09-01,0.04130643611911623,0.0
REN,1870.0,82.0,2.0,1702.0,2023-10-01,0.04385026737967915,0.0010695187165775401
REN,2686.0,90.0,4.0,1672.0,2023-11-01,0.03350707371556218,0.0014892032762472078
REN,2980.0,114.0,4.0,1510.0,2023-12-01,0.03825503355704698,0.0013422818791946308
REN,1928.0,84.0,2.0,1596.0,2024-01-01,0.043568464730290454,0.001037344398340249
REN,1872.0,68.0,2.0,1570.0,2024-02-01,0.03632478632478633,0.0010683760683760685
REN,2684.0,130.0,0.0,1294.0,2024-03-01,0.04843517138599106,0.0
REN,2682.0,70.0,0.0,1498.0,2024-04-01,0.02609992542878449,0.0
REN,2728.0,94.0,2.0,1592.0,2024-05-01,0.0344574780058651,0.0007331378299120235
REN,2478.0,94.0,4.0,932.0,2024-06-01,0.037933817594834544,0.0016142050040355124
REN,2560.0,66.0,4.0,1544.0,2024-07-01,0.02578125,0.0015625
REN,2496.0,92.0,0.0,898.0,2024-08-01,0.03685897435897436,0.0
REN,2772.0,116.0,0.0,1336.0,2024-09-01,0.04184704184704185,0.0
REN,1842.0,74.0,0.0,1654.0,2024-10-01,0.04017372421281216,0.0
REN,2534.0,88.0,0.0,1660.0,2024-11-01,0.03472770323599053,0.0
REN,2268.0,86.0,0.0,1574.0,2024-12-01,0.03791887125220458,0.0
REN,1686.0,48.0,0.0,1518.0,2025-01-01,0.028469750889679714,0.0
REN,1966.0,52.0,0.0,820.0,2025-02-01,0.026449643947100712,0.0
REN,2160.0,68.0,0.0,922.0,2025-03-01,0.03148148148148148,0.0
REN,2030.0,40.0,0.0,918.0,2025-04-01,0.019704433497536946,0.0
REN,2192.0,58.0,0.0,966.0,2025-05-01,0.02645985401459854,0.0
REN,2226.0,90.0,0.0,1032.0,2025-06-01,0.04043126684636118,0.0
REN,2312.0,78.0,0.0,1078.0,2025-07-01,0.03373702422145329,0.0
REN,2246.0,88.0,0.0,1038.0,2025-08-01,0.039180765805877114,0.0
REN,1882.0,82.0,0.0,1088.0,2025-09-01,0.04357066950053135,0.0
REN,1982.0,62.0,0.0,988.0,2025-10-01,0.03128153380423814,0.0
REN,1872.0,62.0,0.0,956.0,2025-11-01,0.03311965811965812,0.0
REN,1726.0,88.0,0.0,1020.0,2025-12-01,0.05098493626882966,0.0
REN,1938.0,80.0,0.0,1054.0,2026-01-01,0.0412796697626419,0.0
REN,1538.0,68.0,0.0,1062.0,2026-02-01,0.044213263979193757,0.0
REN,1454.0,52.0,0.0,1228.0,2026-03-01,0.03576341127922971,0.0
REP,11678.0,1804.0,12.0,3940.0,2019-04-01,0.1544785065935948,0.0010275732145915396
REP,12126.0,2056.0,6.0,4890.0,2019-05-01,0.16955302655451096,0.0004948045522018803
REP,12516.0,2296.0,6.0,4584.0,2019-06-01,0.18344519015659955,0.00047938638542665386
REP,12658.0,2278.0,2.0,4866.0,2019-07-01,0.17996523937430875,0.00015800284405119292
REP,12972.0,2208.0,2.0,4218.0,2019-08-01,0.1702127659574468,0.0001541782300339192
REP,12936.0,2162.0,2.0,4722.0,2019-09-01,0.16713048855906,0.00015460729746444033
REP,12966.0,2198.0,6.0,4802.0,2019-10-01,0.1695202838192195,0.00046274872744099955
REP,12646.0,2064.0,10.0,4898.0,2019-11-01,0.16321366439981022,0.0007907638779060573
REP,12274.0,2200.0,2.0,4162.0,2019-12-01,0.1792406713377872,0.00016294606485253382
REP,12734.0,2210.0,0.0,5108.0,2020-01-01,0.17355112297785455,0.0
REP,12854.0,2416.0,0.0,4770.0,2020-02-01,0.18795705616928582,0.0
REP,13114.0,2688.0,0.0,3884.0,2020-03-01,0.20497178587768797,0.0
REP,13120.0,3690.0,4.0,2106.0,2020-04-01,0.28125,0.0003048780487804878
REP,13328.0,4786.0,10.0,1836.0,2020-05-01,0.359093637454982,0.0007503001200480192
REP,13284.0,6284.0,22.0,3010.0,2020-06-01,0.47305028605841615,0.001656127672387835
REP,14594.0,7396.0,58.0,3286.0,2020-07-01,0.5067836097026175,0.003974235987392079
REP,15810.0,6834.0,64.0,3384.0,2020-08-01,0.432258064516129,0.004048070841239722
REP,16550.0,5900.0,44.0,3516.0,2020-09-01,0.3564954682779456,0.0026586102719033233
REP,15944.0,5590.0,52.0,3888.0,2020-10-01,0.3506021073758154,0.003261414952333166
REP,15840.0,5770.0,94.0,3530.0,2020-11-01,0.36426767676767674,0.005934343434343434
REP,17036.0,6346.0,102.0,3090.0,2020-12-01,0.3725052829302653,0.005987320967363231
REP,17868.0,6730.0,212.0,3444.0,2021-01-01,0.37665099619431386,0.011864786209984329
REP,17962.0,6294.0,386.0,4082.0,2021-02-01,0.3504064135396949,0.021489811824963814
REP,19102.0,6680.0,590.0,4470.0,2021-03-01,0.34970160192649985,0.030886818134226782
REP,21768.0,7088.0,436.0,4136.0,2021-04-01,0.32561558250643147,0.020029400955531056
REP,22396.0,6906.0,350.0,4690.0,2021-05-01,0.30835863547061976,0.01562779067690659
REP,23218.0,7560.0,394.0,5460.0,2021-06-01,0.3256094409509863,0.016969592557498494
REP,23564.0,7406.0,420.0,4884.0,2021-07-01,0.3142929893057206,0.017823799015447294
REP,23754.0,7740.0,490.0,4206.0,2021-08-01,0.3258398585501389,0.020628104740254272
REP,24778.0,9610.0,516.0,4804.0,2021-09-01,0.38784405521026716,0.020824925336992494
REP,24916.0,10986.0,586.0,5000.0,2021-10-01,0.4409214962273238,0.023519023920372452
REP,25472.0,11560.0,594.0,5346.0,2021-11-01,0.4538316582914573,0.02331972361809045
REP,26034.0,12796.0,712.0,4074.0,2021-12-01,0.4915111008680956,0.027348851501882154
REP,26962.0,13450.0,814.0,4546.0,2022-01-01,0.4988502336621912,0.030190638676656036
REP,27890.0,14076.0,960.0,4716.0,2022-02-01,0.5046970240229472,0.03442093940480459
REP,28922.0,14892.0,1092.0,4956.0,2022-03-01,0.5149021506119908,0.03775672498444091
REP,30054.0,15722.0,1636.0,4094.0,2022-04-01,0.5231250415918014,0.054435349703866376
REP,31106.0,15872.0,2298.0,4988.0,2022-05-01,0.5102552562206648,0.07387642255513406
REP,32410.0,16870.0,3154.0,4516.0,2022-06-01,0.5205183585313174,0.09731564331996298
REP,33118.0,17768.0,3716.0,4698.0,2022-07-01,0.536505827646597,0.11220484328763815
REP,34362.0,18442.0,4212.0,4920.0,2022-08-01,0.536697514696467,0.12257726558407543
REP,35354.0,19448.0,4696.0,4734.0,2022-09-01,0.5500933416303672,0.1328279685466991
REP,35906.0,19772.0,5128.0,4966.0,2022-10-01,0.550660056815017,0.1428173564306801
REP,35824.0,19950.0,5204.0,5748.0,2022-11-01,0.5568892362661902,0.1452657436355516
REP,36192.0,21030.0,5452.0,4110.0,2022-12-01,0.5810676392572944,0.15064102564102563
REP,36064.0,20804.0,4998.0,5790.0,2023-01-01,0.5768633540372671,0.13858695652173914
REP,35916.0,20722.0,4306.0,5680.0,2023-02-01,0.5769573449159149,0.119890856442811
REP,35374.0,20440.0,3748.0,5952.0,2023-03-01,0.5778255215695143,0.10595352518799118
REP,35434.0,19832.0,3210.0,5092.0,2023-04-01,0.5596884348365976,0.0905909578371056
REP,35820.0,19640.0,3514.0,5406.0,2023-05-01,0.5482970407593524,0.09810161920714684
REP,34182.0,18334.0,2854.0,6546.0,2023-06-01,0.5363641682757007,0.08349423673278333
REP,37418.0,18984.0,2626.0,3136.0,2023-07-01,0.507349404030146,0.07018012721150249
REP,40176.0,19922.0,2714.0,3804.0,2023-08-01,0.49586818000796495,0.06755276782158502
REP,40676.0,20766.0,3018.0,3324.0,2023-09-01,0.5105221752384699,0.07419608614416363
REP,41962.0,21718.0,3364.0,4216.0,2023-10-01,0.5175635098422382,0.08016777084028406
REP,41468.0,21230.0,3502.0,4338.0,2023-11-01,0.5119610301919553,0.08445066075045818
REP,39752.0,21646.0,2968.0,4662.0,2023-12-01,0.5445260615818072,0.07466291004226203
REP,38250.0,21066.0,3214.0,5264.0,2024-01-01,0.5507450980392157,0.08402614379084967
REP,39086.0,21190.0,3188.0,5178.0,2024-02-01,0.5421378498695185,0.08156373125927442
REP,37446.0,20520.0,3126.0,5402.0,2024-03-01,0.5479891043102066,0.08348021150456658
REP,36858.0,20074.0,2920.0,5262.0,2024-04-01,0.5446307450214336,0.07922296380704325
REP,37308.0,19784.0,2556.0,5912.0,2024-05-01,0.5302884099924949,0.06851077516886458
REP,36060.0,18966.0,2010.0,5030.0,2024-06-01,0.5259567387687188,0.05574043261231281
REP,34086.0,17264.0,1638.0,5656.0,2024-07-01,0.5064836003051106,0.04805491990846682
REP,33640.0,16926.0,1554.0,5468.0,2024-08-01,0.5031510107015458,0.04619500594530321
REP,33342.0,16264.0,988.0,5892.0,2024-09-01,0.48779317377481857,0.029632295603143184
REP,32828.0,15734.0,756.0,6286.0,2024-10-01,0.47928597538686485,0.023029121481661995
REP,33260.0,15846.0,834.0,6166.0,2024-11-01,0.47642814191220684,0.02507516536380036
REP,33998.0,16574.0,750.0,4682.0,2024-12-01,0.4874992646626272,0.022060121183599034
REP,33988.0,16766.0,936.0,6114.0,2025-01-01,0.49329175002942216,0.027539131458161704
REP,33548.0,16386.0,880.0,5798.0,2025-02-01,0.48843448193633004,0.026231071896983427
REP,33332.0,16354.0,696.0,5782.0,2025-03-01,0.4906396255850234,0.020880835233409337
REP,33754.0,16794.0,836.0,4928.0,2025-04-01,0.49754103217396456,0.024767434970670143
REP,32742.0,16046.0,904.0,5644.0,2025-05-01,0.49007391118441146,0.02760979781320628
REP,33074.0,16884.0,1188.0,5432.0,2025-06-01,0.5104916248412651,0.03591945334703997
REP,33308.0,17864.0,1990.0,5386.0,2025-07-01,0.5363276089828269,0.0597454065089468
REP,33662.0,18186.0,2814.0,4964.0,2025-08-01,0.5402531043907076,0.08359574594498247
REP,34628.0,18404.0,3344.0,5908.0,2025-09-01,0.5314774171190944,0.096569250317662
REP,31258.0,16222.0,3034.0,7022.0,2025-10-01,0.5189711433872929,0.09706315183313072
REP,28960.0,14774.0,2600.0,6994.0,2025-11-01,0.5101519337016575,0.08977900552486189
REP,28756.0,14400.0,2110.0,7352.0,2025-12-01,0.500765057727083,0.07337599109751008
REP,27392.0,13942.0,1816.0,7460.0,2026-01-01,0.5089807242990654,0.06629672897196262
REP,26744.0,13114.0,1036.0,7686.0,2026-02-01,0.49035297636853126,0.038737660783727194
REP,23720.0,9466.0,558.0,7486.0,2026-03-01,0.39907251264755483,0.023524451939291736
RET,22634.0,2136.0,4.0,4926.0,2019-04-01,0.09437129981443845,0.00017672528055138288
RET,24156.0,2214.0,2.0,5182.0,2019-05-01,0.09165424739195231,8.279516476237788e-05
RET,24518.0,2516.0,2.0,5122.0,2019-06-01,0.10261848437882372,8.157272208173587e-05
RET,24788.0,2770.0,0.0,5252.0,2019-07-01,0.11174761981604002,0.0
RET,25384.0,3164.0,0.0,4716.0,2019-08-01,0.12464544595020485,0.0
RET,25378.0,3218.0,2.0,5908.0,2019-09-01,0.12680274253290252,7.880841673890771e-05
RET,25608.0,3656.0,2.0,6004.0,2019-10-01,0.14276788503592627,7.810059356451109e-05
RET,24030.0,3400.0,2.0,5802.0,2019-11-01,0.14148980441115272,8.322929671244278e-05
RET,22726.0,3162.0,0.0,4898.0,2019-12-01,0.13913579160432984,0.0
RET,23258.0,3512.0,0.0,5558.0,2020-01-01,0.15100180583025197,0.0
RET,23260.0,3856.0,0.0,5076.0,2020-02-01,0.1657781599312124,0.0
RET,23890.0,4848.0,0.0,3880.0,2020-03-01,0.20293009627459188,0.0
RET,24612.0,7224.0,0.0,780.0,2020-04-01,0.2935153583617747,0.0
RET,25358.0,9718.0,2.0,1198.0,2020-05-01,0.38323211609748403,7.887057338906853e-05
RET,25058.0,12184.0,10.0,3530.0,2020-06-01,0.48623194189480407,0.00039907414797669407
RET,24966.0,12776.0,38.0,4132.0,2020-07-01,0.5117359609068333,0.0015220700152207
RET,24616.0,10478.0,60.0,3570.0,2020-08-01,0.4256581085472863,0.0024374390640233994
RET,24504.0,8234.0,70.0,4850.0,2020-09-01,0.3360267711394058,0.0028566764609859615
RET,24138.0,7054.0,152.0,4320.0,2020-10-01,0.29223630789626315,0.006297124865357527
RET,23124.0,5858.0,252.0,4878.0,2020-11-01,0.2533298737242692,0.010897768552153606
RET,23906.0,5786.0,278.0,3924.0,2020-12-01,0.24203128921609637,0.011628879779134946
RET,23402.0,5542.0,450.0,4234.0,2021-01-01,0.23681736603709086,0.01922912571575079
RET,22508.0,5110.0,604.0,4404.0,2021-02-01,0.22703038919495291,0.02683490314554825
RET,23594.0,4382.0,552.0,5080.0,2021-03-01,0.18572518436890734,0.023395778587776552
RET,23612.0,4412.0,434.0,4184.0,2021-04-01,0.18685414196171438,0.01838048449940708
RET,24308.0,4114.0,334.0,4636.0,2021-05-01,0.16924469310515056,0.013740332400855685
RET,24508.0,3974.0,278.0,5586.0,2021-06-01,0.1621511343234862,0.01134323486208585
RET,24902.0,4376.0,252.0,4744.0,2021-07-01,0.17572885711991004,0.010119669102883302
RET,26682.0,4804.0,232.0,4122.0,2021-08-01,0.18004647327786522,0.008695000374784498
RET,25070.0,4910.0,194.0,5300.0,2021-09-01,0.19585161547666532,0.007738332668528121
RET,25092.0,4788.0,194.0,5512.0,2021-10-01,0.1908177905308465,0.007731547903714331
RET,24098.0,4146.0,156.0,6040.0,2021-11-01,0.17204747281932112,0.006473566271059839
RET,25436.0,4912.0,204.0,4590.0,2021-12-01,0.1931121245478849,0.008020128951092938
RET,24232.0,4668.0,216.0,5326.0,2022-01-01,0.19263783426873557,0.008913832948167713
RET,25114.0,4522.0,206.0,5204.0,2022-02-01,0.1800589312733933,0.008202596161503544
RET,24672.0,4306.0,236.0,6014.0,2022-03-01,0.17452983138780803,0.00956549935149157
RET,27604.0,5988.0,266.0,4350.0,2022-04-01,0.2169250833212578,0.009636284596435299
RET,28332.0,5650.0,284.0,5450.0,2022-05-01,0.19942114923055201,0.010024001129464916
RET,27682.0,5626.0,254.0,5480.0,2022-06-01,0.2032367603496857,0.00917563759843942
RET,28598.0,5848.0,314.0,5032.0,2022-07-01,0.20448982446324918,0.01097978879641933
RET,29792.0,6166.0,316.0,5382.0,2022-08-01,0.20696831364124596,0.01060687432867884
RET,30122.0,6488.0,322.0,5754.0,2022-09-01,0.21539074430648694,0.010689861230993958
RET,30218.0,6630.0,324.0,5664.0,2022-10-01,0.21940565226024225,0.010722086173803692
RET,30700.0,6670.0,296.0,6554.0,2022-11-01,0.21726384364820847,0.009641693811074919
RET,30314.0,7460.0,258.0,4426.0,2022-12-01,0.24609091508873787,0.008510919047304876
RET,29046.0,7276.0,212.0,5938.0,2023-01-01,0.25049920815258553,0.0072987674722853405
RET,29748.0,7568.0,134.0,5382.0,2023-02-01,0.254403657388732,0.0045045045045045045
RET,31494.0,8288.0,116.0,5868.0,2023-03-01,0.2631612370610275,0.003683241252302026
