provider_org_code,period_month,waiting_list_size,is_forecast,method,mc_p5,mc_p50,mc_p95
REN,2026-11-01,1535.8373727856012,True,auto_arima,1115.9795407658582,1567.0951005152351,1941.3884377004536
REN,2026-12-01,1521.8171728015072,True,auto_arima,1101.9593407817642,1553.074900531141,1927.3682377163595
REN,2027-01-01,1606.2047444092625,True,auto_arima,1186.3469123895195,1637.4624721388964,2011.7558093241148
REN,2027-02-01,1467.5693696753356,True,auto_arima,1046.5631902874902,1483.022389945986,1873.8459395406448
REN,2027-03-01,1445.0106080376506,True,auto_arima,1025.1527760179076,1479.8616987000994,1851.28717790296
REN,2027-04-01,1502.8524240882493,True,auto_arima,1082.9945920685063,1534.1101518178832,1908.4034890031016
REN,2027-05-01,1495.3083169763233,True,auto_arima,1074.302137588478,1518.6636909764657,1900.8593818911756
REN,2027-06-01,1475.8494127450508,True,auto_arima,1055.9915807253078,1499.204786745193,1882.12598261036
REN,2027-07-01,1484.0225065205664,True,auto_arima,1064.1646745008234,1515.2802342502002,1889.5735714354187
REN,2027-08-01,1489.0154476853133,True,auto_arima,1069.1576156655703,1522.0698568813546,1895.2920175506226
REN,2027-09-01,1484.5957266838582,True,auto_arima,1063.5895472960128,1519.446817346307,1890.8722965491675
REP,2019-04-01,11678.0,False,,,,
REP,2019-05-01,12126.0,False,,,,
REP,2019-06-01,12516.0,False,,,,
REP,2019-07-01,12658.0,False,,,,
REP,2019-08-01,12972.0,False,,,,
REP,2019-09-01,12936.0,False,,,,
REP,2019-10-01,12966.0,False,,,,
REP,2019-11-01,12646.0,False,,,,
REP,2019-12-01,12274.0,False,,,,
REP,2020-01-01,12734.0,False,,,,
REP,2020-02-01,12854.0,False,,,,
REP,2020-03-01,13114.0,False,,,,
REP,2020-04-01,13120.0,False,,,,
REP,2020-05-01,13328.0,False,,,,
REP,2020-06-01,13284.0,False,,,,
REP,2020-07-01,14594.0,False,,,,
REP,2020-08-01,15810.0,False,,,,
REP,2020-09-01,16550.0,False,,,,
REP,2020-10-01,15944.0,False,,,,
REP,2020-11-01,15840.0,False,,,,
REP,2020-12-01,17036.0,False,,,,
REP,2021-01-01,17868.0,False,,,,
REP,2021-02-01,17962.0,False,,,,
REP,2021-03-01,19102.0,False,,,,
REP,2021-04-01,21768.0,False,,,,
REP,2021-05-01,22396.0,False,,,,
REP,2021-06-01,23218.0,False,,,,
REP,2021-07-01,23564.0,False,,,,
REP,2021-08-01,23754.0,False,,,,
REP,2021-09-01,24778.0,False,,,,
REP,2021-10-01,24916.0,False,,,,
REP,2021-11-01,25472.0,False,,,,
REP,2021-12-01,26034.0,False,,,,
REP,2022-01-01,26962.0,False,,,,
REP,2022-02-01,27890.0,False,,,,
REP,2022-03-01,28922.0,False,,,,
REP,2022-04-01,30054.0,False,,,,
REP,2022-05-01,31106.0,False,,,,
REP,2022-06-01,32410.0,False,,,,
REP,2022-07-01,33118.0,False,,,,
REP,2022-08-01,34362.0,False,,,,
REP,2022-09-01,35354.0,False,,,,
REP,2022-10-01,35906.0,False,,,,
REP,2022-11-01,35824.0,False,,,,
REP,2022-12-01,36192.0,False,,,,
REP,2023-01-01,36064.0,False,,,,
REP,2023-02-01,35916.0,False,,,,
REP,2023-03-01,35374.0,False,,,,
REP,2023-04-01,35434.0,False,,,,
REP,2023-05-01,35820.0,False,,,,
REP,2023-06-01,34182.0,False,,,,
REP,2023-07-01,37418.0,False,,,,
REP,2023-08-01,40176.0,False,,,,
REP,2023-09-01,40676.0,False,,,,
REP,2023-10-01,41962.0,False,,,,
REP,2023-11-01,41468.0,False,,,,
REP,2023-12-01,39752.0,False,,,,
REP,2024-01-01,38250.0,False,,,,
REP,2024-02-01,39086.0,False,,,,
REP,2024-03-01,37446.0,False,,,,
REP,2024-04-01,36858.0,False,,,,
REP,2024-05-01,37308.0,False,,,,
REP,2024-06-01,36060.0,False,,,,
REP,2024-07-01,34086.0,False,,,,
REP,2024-08-01,33640.0,False,,,,
REP,2024-09-01,33342.0,False,,,,
REP,2024-10-01,32828.0,False,,,,
REP,2024-11-01,33260.0,False,,,,
REP,2024-12-01,33998.0,False,,,,
REP,2025-01-01,33988.0,False,,,,
REP,2025-02-01,33548.0,False,,,,
REP,2025-03-01,33332.0,False,,,,
REP,2025-04-01,33754.0,False,,,,
REP,2025-05-01,32742.0,False,,,,
REP,2025-06-01,33074.0,False,,,,
REP,2025-07-01,33308.0,False,,,,
REP,2025-08-01,33662.0,False,,,,
REP,2025-09-01,34628.0,False,,,,
REP,2025-10-01,31258.0,False,,,,
REP,2025-11-01,28960.0,False,,,,
REP,2025-12-01,28756.0,False,,,,
REP,2026-01-01,27392.0,False,,,,
REP,2026-02-01,26744.0,False,,,,
REP,2026-03-01,23720.0,False,,,,
REP,2026-04-01,22957.431701877773,True,holt_winters,21248.821158084625,22951.14162069778,24554.75195560667
REP,2026-05-01,22026.586431938937,True,holt_winters,20317.97588814579,22020.296350758945,23268.475802151916
REP,2026-06-01,20785.742060264845,True,holt_winters,19077.131516471698,20779.506663968205,22383.06231399374
REP,2026-07-01,20122.850136877383,True,holt_winters,18414.239593084236,20038.679633643198,21364.739507090362
REP,2026-08-01,19671.501549299923,True,holt_winters,17962.891005506775,19658.278672752564,20913.3909195129
REP,2026-09-01,18960.11766081847,True,holt_winters,17251.50711702532,18946.89478427111,20111.80092946234
REP,2026-10-01,17268.376063223976,True,holt_winters,15474.346849739995,17255.153186676616,18510.265433436954
REP,2026-11-01,15627.166741454992,True,holt_winters,13833.137527971012,15620.876660275,16869.05611166797
REP,2026-12-01,14432.884357517922,True,holt_winters,12724.273813724774,14436.45066879595,16030.204611246818
REP,2027-01-01,13169.990638563415,True,holt_winters,11461.380094770268,13163.700557383423,14411.880008776394
REP,2027-02-01,12184.801636893448,True,holt_winters,10390.772423409468,12171.578760346089,13426.691007106427
REP,2027-03-01,10612.595945074016,True,holt_winters,8818.566731590035,10602.83946621034,11854.485315286995
REP,2027-04-01,9850.027620218667,True,holt_winters,8141.41707642552,9843.737539038675,11091.916990431646
REP,2027-05-01,8919.18235027983,True,holt_winters,7210.571806486683,8905.959473732471,10161.07172049281
REP,2027-06-01,7678.337978605742,True,holt_winters,5969.727434812595,7672.04789742575,9275.658232334637
REP,2027-07-01,7015.446055218278,True,holt_winters,5306.835511425131,7002.223178670919,8257.335425431258
REP,2027-08-01,6564.0974676408205,True,holt_winters,4770.06825415684,6550.874591093461,8161.417721369717
REP,2027-09-01,5852.713579159363,True,holt_winters,4144.103035366215,5839.490702612004,7094.602949372342
RET,2019-04-01,22634.0,False,,,,
RET,2019-05-01,24156.0,False,,,,
RET,2019-06-01,24518.0,False,,,,
RET,2019-07-01,24788.0,False,,,,
RET,2019-08-01,25384.0,False,,,,
RET,2019-09-01,25378.0,False,,,,
RET,2019-10-01,25608.0,False,,,,
RET,2019-11-01,24030.0,False,,,,
RET,2019-12-01,22726.0,False,,,,
RET,2020-01-01,23258.0,False,,,,
RET,2020-02-01,23260.0,False,,,,
RET,2020-03-01,23890.0,False,,,,
RET,2020-04-01,24612.0,False,,,,
RET,2020-05-01,25358.0,False,,,,
RET,2020-06-01,25058.0,False,,,,
RET,2020-07-01,24966.0,False,,,,
RET,2020-08-01,24616.0,False,,,,
RET,2020-09-01,24504.0,False,,,,
RET,2020-10-01,24138.0,False,,,,
RET,2020-11-01,23124.0,False,,,,
RET,2020-12-01,23906.0,False,,,,
RET,2021-01-01,23402.0,False,,,,
RET,2021-02-01,22508.0,False,,,,
RET,2021-03-01,23594.0,False,,,,
RET,2021-04-01,23612.0,False,,,,
RET,2021-05-01,24308.0,False,,,,
RET,2021-06-01,24508.0,False,,,,
RET,2021-07-01,24902.0,False,,,,
RET,2021-08-01,26682.0,False,,,,
RET,2021-09-01,25070.0,False,,,,
RET,2021-10-01,25092.0,False,,,,
RET,2021-11-01,24098.0,False,,,,
RET,2021-12-01,25436.0,False,,,,
RET,2022-01-01,24232.0,False,,,,
RET,2022-02-01,25114.0,False,,,,
RET,2022-03-01,24672.0,False,,,,
RET,2022-04-01,27604.0,False,,,,
RET,2022-05-01,28332.0,False,,,,
RET,2022-06-01,27682.0,False,,,,
RET,2022-07-01,28598.0,False,,,,
RET,2022-08-01,29792.0,False,,,,
RET,2022-09-01,30122.0,False,,,,
RET,2022-10-01,30218.0,False,,,,
RET,2022-11-01,30700.0,False,,,,
RET,2022-12-01,30314.0,False,,,,
RET,2023-01-01,29046.0,False,,,,
RET,2023-02-01,29748.0,False,,,,
RET,2023-03-01,31494.0,False,,,,
RET,2023-04-01,32480.0,False,,,,
RET,2023-05-01,33042.0,False,,,,
RET,2023-06-01,33722.0,False,,,,
RET,2023-07-01,34654.0,False,,,,
RET,2023-08-01,36900.0,False,,,,
RET,2023-09-01,37568.0,False,,,,
RET,2023-10-01,38694.0,False,,,,
RET,2023-11-01,38638.0,False,,,,
RET,2023-12-01,39114.0,False,,,,
RET,2024-01-01,38290.0,False,,,,
RET,2024-02-01,38582.0,False,,,,
RET,2024-03-01,39508.0,False,,,,
RET,2024-04-01,41214.0,False,,,,
RET,2024-05-01,42204.0,False,,,,
RET,2024-06-01,41782.0,False,,,,
RET,2024-07-01,40598.0,False,,,,
RET,2024-08-01,41572.0,False,,,,
RET,2024-09-01,41492.0,False,,,,
RET,2024-10-01,40770.0,False,,,,
RET,2024-11-01,39504.0,False,,,,
RET,2024-12-01,39258.0,False,,,,
RET,2025-01-01,38486.0,False,,,,
RET,2025-02-01,37216.0,False,,,,
RET,2025-03-01,35596.0,False,,,,
RET,2025-04-01,35658.0,False,,,,
RET,2025-05-01,35760.0,False,,,,
RET,2025-06-01,35538.0,False,,,,
RET,2025-07-01,35654.0,False,,,,
RET,2025-08-01,36938.0,False,,,,
RET,2025-09-01,36378.0,False,,,,
RET,2025-10-01,35924.0,False,,,,
RET,2025-11-01,34920.0,False,,,,
RET,2025-12-01,34662.0,False,,,,
RET,2026-01-01,32854.0,False,,,,
RET,2026-02-01,32266.0,False,,,,
RET,2026-03-01,30920.0,False,,,,
RET,2026-04-01,31587.28740982876,True,auto_arima,30182.245512357975,31546.46675043849,33282.594903745674
RET,2026-05-01,31738.108231393333,True,auto_arima,30333.066333922547,31681.630656240024,33199.47884899469
RET,2026-06-01,31578.060608114603,True,auto_arima,30154.01888023079,31537.23994872433,33091.73041802255
RET,2026-07-01,31572.5286995126,True,auto_arima,30148.486971628787,31575.94818512789,33086.198509420545
RET,2026-08-01,32077.276910881257,True,auto_arima,30672.23501341047,32023.710200055888,33590.9467207892
RET,2026-09-01,31953.83460834448,True,auto_arima,30529.792880460667,31900.267897519112,33467.50441825243
RET,2026-10-01,31918.973692254753,True,auto_arima,30494.93196437094,31865.406981429383,33432.6435021627
RET,2026-11-01,31546.440738795965,True,auto_arima,30122.39901091215,31487.052299314717,33060.11054870391
RET,2026-12-01,31574.381886162624,True,auto_arima,30169.339988691838,31561.449966279757,33269.68938007954
RET,2027-01-01,31149.365496526698,True,auto_arima,29744.32359905591,31108.544837136425,32663.035306434642
RET,2027-02-01,31097.67125977182,True,auto_arima,29692.629362301035,31044.104548946452,32611.341069679765
RET,2027-03-01,31151.31940696048,True,auto_arima,29746.277509489693,31091.93096747923,32664.989216868424
RET,2027-04-01,32044.35185424222,True,auto_arima,30620.310126358407,32003.53119485195,33558.02166415016
RET,2027-05-01,32356.579988461173,True,auto_arima,30990.760046205134,32303.013277635804,33870.249798369114
RET,2027-06-01,32314.253334618872,True,auto_arima,30948.433392362833,32301.321414736005,33827.923144526816
RET,2027-07-01,32381.919648507344,True,auto_arima,30976.877751036558,32341.098989117072,33895.589458415285
RET,2027-08-01,32912.64261449132,True,auto_arima,31507.600717020534,32899.71069460845,34607.95010840824
RET,2027-09-01,32826.285215063865,True,auto_arima,31421.24331759308,32766.896775582616,34339.95502497181
RJN,2019-04-01,15564.0,False,,,,
RJN,2019-05-01,15188.0,False,,,,
RJN,2019-06-01,14720.0,False,,,,
RJN,2019-07-01,14544.0,False,,,,
RJN,2019-08-01,14604.0,False,,,,
RJN,2019-09-01,14076.0,False,,,,
RJN,2019-10-01,13984.0,False,,,,
RJN,2019-11-01,13682.0,False,,,,
RJN,2019-12-01,13468.0,False,,,,
RJN,2020-01-01,13364.0,False,,,,
RJN,2020-02-01,14256.0,False,,,,
RJN,2020-03-01,14154.0,False,,,,
RJN,2020-04-01,14596.0,False,,,,
RJN,2020-05-01,14648.0,False,,,,
RJN,2020-06-01,15210.0,False,,,,
RJN,2020-07-01,15822.0,False,,,,
RJN,2020-08-01,17316.0,False,,,,
RJN,2020-09-01,18406.0,False,,,,
RJN,2020-10-01,18536.0,False,,,,
RJN,2020-11-01,19472.0,False,,,,
RJN,2020-12-01,19574.0,False,,,,
RJN,2021-01-01,19394.0,False,,,,
RJN,2021-02-01,19550.0,False,,,,
RJN,2021-03-01,20008.0,False,,,,
RJN,2021-04-01,20060.0,False,,,,
RJN,2021-05-01,19346.0,False,,,,
RJN,2021-06-01,18660.0,False,,,,
RJN,2021-07-01,18244.0,False,,,,
RJN,2021-08-01,17590.0,False,,,,
RJN,2021-09-01,17700.0,False,,,,
RJN,2021-10-01,17860.0,False,,,,
RJN,2021-11-01,17792.0,False,,,,
RJN,2021-12-01,18214.0,False,,,,
RJN,2022-01-01,17714.0,False,,,,
RJN,2022-02-01,16992.0,False,,,,
RJN,2022-03-01,17230.0,False,,,,
RJN,2022-04-01,17252.0,False,,,,
RJN,2022-05-01,17660.0,False,,,,
RJN,2022-06-01,18604.0,False,,,,
RJN,2022-07-01,20910.0,False,,,,
RJN,2022-08-01,19482.0,False,,,,
RJN,2022-09-01,19528.0,False,,,,
RJN,2022-10-01,20630.0,False,,,,
RJN,2022-11-01,21436.0,False,,,,
RJN,2022-12-01,21796.0,False,,,,
RJN,2023-01-01,22402.0,False,,,,
RJN,2023-02-01,23462.0,False,,,,
RJN,2023-03-01,24582.0,False,,,,
RJN,2023-04-01,24480.0,False,,,,
RJN,2023-05-01,25178.0,False,,,,
RJN,2023-06-01,25756.0,False,,,,
RJN,2023-07-01,26680.0,False,,,,
RJN,2023-08-01,27210.0,False,,,,
RJN,2023-09-01,27368.0,False,,,,
RJN,2023-10-01,26780.0,False,,,,
RJN,2023-11-01,26954.0,False,,,,
RJN,2023-12-01,26366.0,False,,,,
RJN,2024-01-01,25768.0,False,,,,
RJN,2024-02-01,26176.0,False,,,,
RJN,2024-03-01,26372.0,False,,,,
RJN,2024-04-01,25350.0,False,,,,
RJN,2024-05-01,24954.0,False,,,,
RJN,2024-06-01,25024.0,False,,,,
RJN,2024-07-01,24914.0,False,,,,
RJN,2024-08-01,24652.0,False,,,,
RJN,2024-09-01,24894.0,False,,,,
RJN,2024-10-01,24818.0,False,,,,
RJN,2024-11-01,25522.0,False,,,,
RJN,2024-12-01,25760.0,False,,,,
RJN,2025-01-01,25870.0,False,,,,
RJN,2025-02-01,25938.0,False,,,,
RJN,2025-03-01,27070.0,False,,,,
RJN,2025-04-01,27082.0,False,,,,
RJN,2025-05-01,26864.0,False,,,,
RJN,2025-06-01,28262.0,False,,,,
RJN,2025-07-01,33958.0,False,,,,
RJN,2025-08-01,36496.0,False,,,,
RJN,2025-09-01,38682.0,False,,,,
RJN,2025-10-01,41578.0,False,,,,
RJN,2025-11-01,38840.0,False,,,,
RJN,2025-12-01,38334.0,False,,,,
RJN,2026-01-01,39610.0,False,,,,
RJN,2026-02-01,38918.0,False,,,,
RJN,2026-03-01,32538.0,False,,,,
RJN,2026-04-01,33396.9236947791,True,linear_trend,29706.79236610306,32947.919570719845,40121.57365596841
RJN,2026-05-01,33653.238425972784,True,linear_trend,29963.107097296746,33306.975377138806,39686.94419358105
RJN,2026-06-01,33909.55315716647,True,linear_trend,30196.09150551787,33377.60483952617,39943.25892477473
RJN,2026-07-01,34165.867888360146,True,linear_trend,30475.73655968411,33819.60483952616,40890.517849549455
RJN,2026-08-01,34422.18261955383,True,linear_trend,30708.720967905232,33973.178495494576,40455.88838716209
RJN,2026-09-01,34678.497350747515,True,linear_trend,30988.366022071477,34332.23430191353,40712.20311835578
RJN,2026-10-01,34934.81208194119,True,linear_trend,31221.350430292594,34588.54903310721,40968.517849549455
RJN,2026-11-01,35191.12681313488,True,linear_trend,31500.99548445884,34742.12268907562,41224.83258074314
RJN,2026-12-01,35447.44154432856,True,linear_trend,31733.979892679963,35227.5133340083,42172.09150551787
RJN,2027-01-01,35703.75627552224,True,linear_trend,32013.6249468462,35357.49322668825,41737.4620431305
RJN,2027-02-01,35960.07100671592,True,linear_trend,32269.939678039886,35511.06688265667,41993.776774324186
RJN,2027-03-01,36216.38573790961,True,linear_trend,32526.25440923357,35870.12268907562,42250.09150551787
RJN,2027-04-01,36472.700469103285,True,linear_trend,32782.56914042725,36126.4374202693,42506.40623671155
RJN,2027-05-01,36729.01520029697,True,linear_trend,33015.55354864837,36197.06688265667,42762.72096790523
RJN,2027-06-01,36985.329931490654,True,linear_trend,33295.19860281462,36453.38161385035,43019.03569909892
RJN,2027-07-01,37241.64466268434,True,linear_trend,33559.045505720365,36996.75215146299,43966.29462387365
RJN,2027-08-01,37497.959393878016,True,linear_trend,33807.828065201975,36966.011076237715,44222.609355067325
RJN,2027-09-01,37754.2741250717,True,linear_trend,34040.8124734231,37408.011076237715,44478.92408626101
RJR,2019-04-01,45150.0,False,,,,
RJR,2019-05-01,46598.0,False,,,,
RJR,2019-06-01,45900.0,False,,,,
RJR,2019-07-01,46454.0,False,,,,
RJR,2019-08-01,45830.0,False,,,,
RJR,2019-09-01,46286.0,False,,,,
RJR,2019-10-01,47262.0,False,,,,
RJR,2019-11-01,45266.0,False,,,,
RJR,2019-12-01,40166.0,False,,,,
RJR,2020-01-01,40202.0,False,,,,
RJR,2020-02-01,41546.0,False,,,,
RJR,2020-03-01,47558.0,False,,,,
RJR,2020-04-01,48894.0,False,,,,
RJR,2020-05-01,49220.0,False,,,,
RJR,2020-06-01,50526.0,False,,,,
RJR,2020-07-01,53106.0,False,,,,
RJR,2020-08-01,55006.0,False,,,,
RJR,2020-09-01,56782.0,False,,,,
RJR,2020-10-01,56128.0,False,,,,
RJR,2020-11-01,56870.0,False,,,,
RJR,2020-12-01,56328.0,False,,,,
RJR,2021-01-01,58296.0,False,,,,
RJR,2021-02-01,59754.0,False,,,,
RJR,2021-03-01,55560.0,False,,,,
RJR,2021-04-01,55248.0,False,,,,
RJR,2021-05-01,55408.0,False,,,,
RJR,2021-06-01,54252.0,False,,,,
RJR,2021-07-01,55034.0,False,,,,
RJR,2021-08-01,60188.0,False,,,,
RJR,2021-09-01,65342.0,False,,,,
RJR,2021-10-01,70496.0,False,,,,
RJR,2021-11-01,72280.0,False,,,,
RJR,2021-12-01,75890.0,False,,,,
RJR,2022-01-01,88202.0,False,,,,
RJR,2022-02-01,90784.0,False,,,,
RJR,2022-03-01,90964.0,False,,,,
RJR,2022-04-01,89684.0,False,,,,
RJR,2022-05-01,90624.0,False,,,,
RJR,2022-06-01,90180.0,False,,,,
RJR,2022-07-01,89654.0,False,,,,
RJR,2022-08-01,90258.0,False,,,,
RJR,2022-09-01,90982.0,False,,,,
RJR,2022-10-01,88854.0,False,,,,
RJR,2022-11-01,85982.0,False,,,,
RJR,2022-12-01,82824.0,False,,,,
RJR,2023-01-01,80118.0,False,,,,
RJR,2023-02-01,78770.0,False,,,,
RJR,2023-03-01,78394.0,False,,,,
RJR,2023-04-01,78306.0,False,,,,
RJR,2023-05-01,76784.0,False,,,,
RJR,2023-06-01,74618.0,False,,,,
RJR,2023-07-01,76630.0,False,,,,
RJR,2023-08-01,76614.0,False,,,,
RJR,2023-09-01,76342.0,False,,,,
RJR,2023-10-01,73526.0,False,,,,
RJR,2023-11-01,69746.0,False,,,,
RJR,2023-12-01,69798.0,False,,,,
RJR,2024-01-01,67734.0,False,,,,
RJR,2024-02-01,66416.0,False,,,,
RJR,2024-03-01,65772.0,False,,,,
RJR,2024-04-01,66364.0,False,,,,
RJR,2024-05-01,66956.0,False,,,,
RJR,2024-06-01,69034.0,False,,,,
RJR,2024-07-01,70332.0,False,,,,
RJR,2024-08-01,72978.0,False,,,,
RJR,2024-09-01,72714.0,False,,,,
RJR,2024-10-01,75102.0,False,,,,
RJR,2024-11-01,75282.0,False,,,,
RJR,2024-12-01,74144.0,False,,,,
RJR,2025-01-01,73642.0,False,,,,
RJR,2025-02-01,75212.0,False,,,,
RJR,2025-03-01,76698.0,False,,,,
RJR,2025-04-01,76052.0,False,,,,
RJR,2025-05-01,74360.0,False,,,,
RJR,2025-06-01,75528.0,False,,,,
RJR,2025-07-01,77072.0,False,,,,
RJR,2025-08-01,76112.0,False,,,,
RJR,2025-09-01,75142.0,False,,,,
RJR,2025-10-01,73452.0,False,,,,
RJR,2025-11-01,70144.0,False,,,,
RJR,2025-12-01,67842.0,False,,,,
RJR,2026-01-01,65994.0,False,,,,
RJR,2026-02-01,65676.0,False,,,,
RJR,2026-03-01,61206.0,False,,,,
RJR,2026-04-01,60520.37518266635,True,auto_arima,57453.57505509928,60466.61211746934,65000.135134370794
RJR,2026-05-01,60520.37518266635,True,auto_arima,57121.16822180602,60581.968192828994,64904.49294820612
RJR,2026-06-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,64904.49294820612
RJR,2026-07-01,60520.37518266635,True,auto_arima,56224.35726818541,60581.968192828994,65526.38808564214
RJR,2026-08-01,60520.37518266635,True,auto_arima,56224.35726818541,60466.61211746934,65526.38808564214
RJR,2026-09-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,65000.135134370794
RJR,2026-10-01,60520.37518266635,True,auto_arima,57168.36879831237,60625.01814904924,65000.135134370794
RJR,2026-11-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,65000.135134370794
RJR,2026-12-01,60520.37518266635,True,auto_arima,57168.36879831237,60625.01814904924,65000.135134370794
RJR,2027-01-01,60520.37518266635,True,auto_arima,56224.35726818541,60625.01814904924,65000.135134370794
RJR,2027-02-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,65000.135134370794
RJR,2027-03-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,65000.135134370794
RJR,2027-04-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,65526.38808564214
RJR,2027-05-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,65000.135134370794
RJR,2027-06-01,60520.37518266635,True,auto_arima,57168.36879831237,60480.3773940758,64909.27505751435
RJR,2027-07-01,60520.37518266635,True,auto_arima,56224.35726818541,60480.3773940758,65000.135134370794
RJR,2027-08-01,60520.37518266635,True,auto_arima,56224.35726818541,60581.968192828994,65000.135134370794
RJR,2027-09-01,60520.37518266635,True,auto_arima,57121.16822180602,60581.968192828994,65000.135134370794
RWW,2019-04-01,38162.0,False,,,,
RWW,2019-05-01,39790.0,False,,,,
RWW,2019-06-01,39696.0,False,,,,
RWW,2019-07-01,38918.0,False,,,,
RWW,2019-08-01,39110.0,False,,,,
RWW,2019-09-01,39816.0,False,,,,
RWW,2019-10-01,40482.0,False,,,,
RWW,2019-11-01,40056.0,False,,,,
RWW,2019-12-01,39130.0,False,,,,
RWW,2020-01-01,38606.0,False,,,,
RWW,2020-02-01,39328.0,False,,,,
RWW,2020-03-01,38622.0,False,,,,
RWW,2020-04-01,33722.0,False,,,,
RWW,2020-05-01,31602.0,False,,,,
RWW,2020-06-01,31132.0,False,,,,
RWW,2020-07-01,31534.0,False,,,,
RWW,2020-08-01,33268.0,False,,,,
RWW,2020-09-01,34224.0,False,,,,
RWW,2020-10-01,36746.0,False,,,,
RWW,2020-11-01,38902.0,False,,,,
RWW,2020-12-01,40380.0,False,,,,
RWW,2021-01-01,40170.0,False,,,,
RWW,2021-02-01,40946.0,False,,,,
RWW,2021-03-01,40542.0,False,,,,
RWW,2021-04-01,39964.0,False,,,,
RWW,2021-05-01,40598.0,False,,,,
RWW,2021-06-01,40974.0,False,,,,
RWW,2021-07-01,42382.0,False,,,,
RWW,2021-08-01,42766.0,False,,,,
RWW,2021-09-01,44214.0,False,,,,
RWW,2021-10-01,44652.0,False,,,,
RWW,2021-11-01,44256.0,False,,,,
RWW,2021-12-01,45278.0,False,,,,
RWW,2022-01-01,45896.0,False,,,,
RWW,2022-02-01,47218.0,False,,,,
RWW,2022-03-01,46678.0,False,,,,
RWW,2022-04-01,47526.0,False,,,,
RWW,2022-05-01,49032.0,False,,,,
RWW,2022-06-01,48536.0,False,,,,
RWW,2022-07-01,50402.0,False,,,,
RWW,2022-08-01,53950.0,False,,,,
RWW,2022-09-01,54652.0,False,,,,
RWW,2022-10-01,57110.0,False,,,,
RWW,2022-11-01,58140.0,False,,,,
RWW,2022-12-01,58088.0,False,,,,
RWW,2023-01-01,59232.0,False,,,,
RWW,2023-02-01,59244.0,False,,,,
RWW,2023-03-01,60900.0,False,,,,
RWW,2023-04-01,62822.0,False,,,,
RWW,2023-05-01,62822.0,False,,,,
RWW,2023-06-01,64094.0,False,,,,
RWW,2023-07-01,64454.0,False,,,,
RWW,2023-08-01,66834.0,False,,,,
RWW,2023-09-01,66940.0,False,,,,
RWW,2023-10-01,66716.0,False,,,,
RWW,2023-11-01,66080.0,False,,,,
RWW,2023-12-01,68128.0,False,,,,
RWW,2024-01-01,66542.0,False,,,,
RWW,2024-02-01,73382.0,False,,,,
RWW,2024-03-01,72688.0,False,,,,
RWW,2024-04-01,72496.0,False,,,,
RWW,2024-05-01,72950.0,False,,,,
RWW,2024-06-01,72282.0,False,,,,
RWW,2024-07-01,72792.0,False,,,,
RWW,2024-08-01,70746.0,False,,,,
RWW,2024-09-01,70130.0,False,,,,
RWW,2024-10-01,69348.0,False,,,,
RWW,2024-11-01,68274.0,False,,,,
RWW,2024-12-01,67212.0,False,,,,
RWW,2025-01-01,67554.0,False,,,,
RWW,2025-02-01,68892.0,False,,,,
RWW,2025-03-01,69496.0,False,,,,
RWW,2025-04-01,68952.0,False,,,,
RWW,2025-05-01,66230.0,False,,,,
RWW,2025-06-01,65122.0,False,,,,
RWW,2025-07-01,66668.0,False,,,,
RWW,2025-08-01,65038.0,False,,,,
RWW,2025-09-01,64964.0,False,,,,
RWW,2025-10-01,65508.0,False,,,,
RWW,2025-11-01,65226.0,False,,,,
RWW,2025-12-01,66378.0,False,,,,
RWW,2026-01-01,66538.0,False,,,,
RWW,2026-02-01,67422.0,False,,,,
RWW,2026-03-01,66264.0,False,,,,
RWW,2026-04-01,65065.0486163954,True,holt_winters,63053.665978533136,64985.95042842711,67146.94411577149
RWW,2026-05-01,64487.8571052327,True,holt_winters,62530.29889096577,64408.758917264415,66569.7526046088
RWW,2026-06-01,63911.05039790414,True,holt_winters,61899.66776004188,63831.95220993585,65992.94589728024
RWW,2026-07-01,64225.57221712663,True,holt_winters,62214.18957926437,64122.19007684566,66307.46771650272
RWW,2026-08-01,64485.68349500902,True,holt_winters,62163.61977388247,64382.30135472805,66790.92576470088
RWW,2026-09-01,64556.72161953142,True,holt_winters,62234.65789840487,64483.67653314026,66861.96388922328
RWW,2026-10-01,64839.67971407757,True,holt_winters,62517.61599295102,64772.68772926354,66921.57521345366
RWW,2026-11-01,64434.94687822681,True,holt_winters,62112.88315710026,64355.84869025852,66516.84237760291
RWW,2026-12-01,64543.098909575034,True,holt_winters,62531.71627171277,64439.716769294064,66636.1617474669
RWW,2027-01-01,64051.047184175164,True,holt_winters,62039.6645463129,63971.94899620688,66132.94268355126
RWW,2027-02-01,65240.905089270884,True,holt_winters,63229.52245140862,65173.91310445686,67333.96792716275
RWW,2027-03-01,64598.23687481854,True,holt_winters,62276.17315369199,64506.996710693915,66680.13237419463
