provider_org_code,treatment_function_code,period,period_month,waiting_list_size,baseline_wl,rtt_growth,rtt_over18_share,rtt_over52_share,dm01_breach,ae_pressure,ae_pressure_imputed,kh03_occupancy,pressure_index_raw,pressure_index_0_100
REN,X06,RTT-AUGUST-2021,2021-08-01,,384.0,,,,0.0,0.2820666666666667,True,0.7905,,
RET,C_150,RTT-AUGUST-2021,2021-08-01,4217.0,2218.0,0.9012623985572588,0.2886,0.020867915579796063,0.0,0.2820666666666667,True,0.7499,-0.9081778336019883,23.69603080025667
RET,C_130,RTT-AUGUST-2021,2021-08-01,33.0,78.0,-0.5769230769230769,0.0,0.0,0.0,0.2820666666666667,True,0.7499,-1.9442623156361858,6.875057292144102
RJN,C_120,RTT-AUGUST-2021,2021-08-01,793.0,614.0,0.2915309446254071,0.3392,0.008827238335435058,0.2914,0.4073,False,0.7612,-0.5620043583351827,32.5144376203135
RJN,C_430,RTT-AUGUST-2021,2021-08-01,20.0,4.666666666666667,3.2857142857142856,0.2,0.0,0.2914,0.4073,False,0.7612,-0.7221413046957839,28.178568154734624
RWW,C_301,RTT-AUGUST-2021,2021-08-01,1169.0,1031.6666666666667,0.13311793214862666,0.0453,0.00427715996578272,0.2404,0.27159999999999995,False,0.8787,-1.353608229295016,14.190118250985426
RBL,C_101,RTT-AUGUST-2021,2021-08-01,1516.0,1953.3333333333333,-0.22389078498293513,0.3278,0.06926121372031663,0.1395,0.33720000000000006,False,0.8918,0.39149866488994917,59.64799706664222
RBL,C_502,RTT-AUGUST-2021,2021-08-01,2626.0,1620.6666666666667,0.6203208556149731,0.3759,0.02399086062452399,0.1395,0.33720000000000006,False,0.8918,0.17479788377989294,53.05710880924007
RBL,C_301,RTT-AUGUST-2021,2021-08-01,2081.0,1221.0,0.7043407043407044,0.3099,0.005285920230658337,0.1395,0.33720000000000006,False,0.8918,-0.1511828583633166,44.293702447520396
RBL,X06,RTT-AUGUST-2021,2021-08-01,2962.0,2547.0,0.16293678837848447,0.0409,0.001012829169480081,0.1395,0.33720000000000006,False,0.8918,-0.9050991919000746,23.796864973874783
RBL,C_100,RTT-AUGUST-2021,2021-08-01,285.0,2696.6666666666665,-0.8943139678615575,0.1263,0.014035087719298246,0.1395,0.33720000000000006,False,0.8918,-0.6687699179334248,29.498579154826288
RBL,C_330,RTT-AUGUST-2021,2021-08-01,1205.0,1962.0,-0.38583078491335376,0.0523,0.0,0.1395,0.33720000000000006,False,0.8918,-0.9346219730562548,23.127692730772758
RBL,X05,RTT-AUGUST-2022,2022-08-01,5011.0,3751.0,0.33591042388696346,0.5061,0.07004589902215126,0.1472,0.36419999999999997,False,0.9278,1.1999984358510296,82.55568796406637
RBL,X02,RTT-AUGUST-2022,2022-08-01,2401.0,1298.0,0.849768875192604,0.1966,0.0012494793835901709,0.1472,0.36419999999999997,False,0.9278,-0.14637408558392587,44.45870382253185
RBL,C_110,RTT-AUGUST-2022,2022-08-01,2168.0,2028.3333333333333,0.06885784716516019,0.3662,0.04935424354243542,0.1472,0.36419999999999997,False,0.9278,0.6416034705981709,67.79723164359703
RBL,X04,RTT-AUGUST-2022,2022-08-01,2721.0,1449.0,0.8778467908902692,0.2929,0.0025725836089672913,0.1472,0.36419999999999997,False,0.9278,0.10696685282728743,51.20542671188927
RBL,C_300,RTT-AUGUST-2022,2022-08-01,3.0,7.333333333333333,-0.5909090909090908,0.6667,0.3333333333333333,0.1472,0.36419999999999997,False,0.9278,3.905269721691717,99.66999724997709
RBN,X04,RTT-AUGUST-2022,2022-08-01,1686.0,569.0,1.9630931458699474,0.1791,0.0011862396204033216,0.2259,0.37639999999999996,False,0.9704,0.1100441961585163,51.32459437161976
RBN,C_130,RTT-AUGUST-2022,2022-08-01,3131.0,1542.3333333333333,1.030041063323968,0.266,0.015969338869370808,0.2259,0.37639999999999996,False,0.9704,0.37707245140579476,59.05215876798974
RBN,C_410,RTT-AUGUST-2022,2022-08-01,498.0,549.6666666666666,-0.0939963614311703,0.1365,0.004016064257028112,0.2259,0.37639999999999996,False,0.9704,-0.15214482246205424,44.26620221835182
RBN,C_300,RTT-AUGUST-2022,2022-08-01,68.0,177.33333333333334,-0.6165413533834587,0.0882,0.0,0.2259,0.37639999999999996,False,0.9704,-0.3546669247805278,38.48198734989458
RBN,C_430,RTT-AUGUST-2022,2022-08-01,113.0,94.0,0.2021276595744681,0.0619,0.0,0.2259,0.37639999999999996,False,0.9704,-0.34738351817205765,38.692822440187
RBN,X06,RTT-AUGUST-2022,2022-08-01,19.0,17.0,0.11764705882352944,0.6842,0.21052631578947367,0.2259,0.37639999999999996,False,0.9704,3.0988829946013428,98.8266568888074
RBQ,C_320,RTT-AUGUST-2022,2022-08-01,2985.0,1791.6666666666667,0.6660465116279068,0.2077,0.0020100502512562816,0.0279,0.30885555555555555,True,0.7003,-1.4527338240134147,12.76010633421945
RBT,C_100,RTT-AUGUST-2022,2022-08-01,6065.0,2206.6666666666665,1.7484894259818735,0.5154,0.13322341302555646,0.3244,0.3769,False,0.924,1.7903142721589782,92.66660555504629
REM,C_130,RTT-AUGUST-2022,2022-08-01,9558.0,2577.6666666666665,2.7080046553730766,0.446,0.07407407407407407,0.1777,0.3277,False,0.9585,1.247657687954928,83.48152901274177
REM,C_330,RTT-AUGUST-2022,2022-08-01,5272.0,241.0,20.87551867219917,0.4733,0.06999241274658574,0.1777,0.3277,False,0.9585,2.887528968351387,98.45082042350353
REM,C_301,RTT-AUGUST-2022,2022-08-01,9845.0,1951.6666666666667,4.044406490179334,0.5367,0.10177755205688166,0.1777,0.3277,False,0.9585,1.8423668027217066,93.225776881474
REM,C_160,RTT-AUGUST-2022,2022-08-01,220.0,200.0,0.10000000000000009,0.5818,0.013636363636363636,0.1777,0.3277,False,0.9585,0.8050665036258331,72.3714364286369
RET,X05,RTT-AUGUST-2022,2022-08-01,416.0,125.0,2.328,0.476,0.08413461538461539,0.0008,0.30885555555555555,True,0.8127,0.7103414180096568,69.8047483729031
RJN,C_130,RTT-AUGUST-2022,2022-08-01,1346.0,1525.3333333333333,-0.11756993006993,0.2095,0.005943536404160475,0.2633,0.4364,False,0.912,-0.00017680554629058431,48.30873590613255
RJN,C_301,RTT-AUGUST-2022,2022-08-01,1212.0,561.3333333333334,1.1591448931116388,0.4092,0.08415841584158416,0.2633,0.4364,False,0.912,1.317926913708597,85.03070858923824
RJN,C_100,RTT-AUGUST-2022,2022-08-01,1072.0,855.0,0.25380116959064325,0.2201,0.024253731343283583,0.2633,0.4364,False,0.912,0.2251526063240058,54.55128792739939
RJN,C_502,RTT-AUGUST-2022,2022-08-01,926.0,640.3333333333334,0.4461218115564809,0.1933,0.0064794816414686825,0.2633,0.4364,False,0.912,0.014435499458455944,48.611238426986894
RJN,X05,RTT-AUGUST-2022,2022-08-01,608.0,461.0,0.3188720173535793,0.3832,0.02138157894736842,0.2633,0.4364,False,0.912,0.6093838106429619,66.86222385186544
RJN,C_160,RTT-AUGUST-2022,2022-08-01,55.0,114.0,-0.5175438596491229,0.1636,0.0,0.2633,0.4364,False,0.912,-0.20337914360947335,42.79035658630488
RJN,C_320,RTT-AUGUST-2022,2022-08-01,598.0,379.6666666666667,0.5750658472344161,0.4147,0.006688963210702341,0.2633,0.4364,False,0.912,0.5768853328190771,65.82638188651572
RJN,C_101,RTT-AUGUST-2022,2022-08-01,299.0,372.0,-0.196236559139785,0.1438,0.010033444816053512,0.2633,0.4364,False,0.912,-0.13298597973748078,44.797873315610964
RJR,C_130,RTT-AUGUST-2022,2022-08-01,4414.0,2391.6666666666665,0.8455749128919863,0.6296,0.13411871318531943,0.3609,0.42600000000000005,False,0.9565,2.3728972724861075,96.77330644422037
RJR,X05,RTT-AUGUST-2022,2022-08-01,6034.0,1134.0,4.320987654320987,0.4687,0.06297646668876367,0.3609,0.42600000000000005,False,0.9565,1.6361256225829583,90.3290860757173
RJR,C_100,RTT-AUGUST-2022,2022-08-01,2481.0,4242.0,-0.4151343705799151,0.6441,0.27529222087867794,0.3609,0.42600000000000005,False,0.9565,3.578183230176042,99.45916215968467
RJR,C_140,RTT-AUGUST-2022,2022-08-01,2628.0,1369.0,0.9196493791088385,0.7078,0.2378234398782344,0.3609,0.42600000000000005,False,0.9565,3.514417516199932,99.4133284444037
RJR,C_340,RTT-AUGUST-2022,2022-08-01,1698.0,781.6666666666666,1.1722814498933904,0.5059,0.026501766784452298,0.3609,0.42600000000000005,False,0.9565,1.1185259773844922,80.75900632505271
RJR,C_430,RTT-AUGUST-2022,2022-08-01,179.0,123.66666666666667,0.4474393530997305,0.2179,0.0111731843575419,0.3609,0.42600000000000005,False,0.9565,0.2009206204594034,53.854615455128794
RJR,C_320,RTT-AUGUST-2022,2022-08-01,1067.0,716.3333333333334,0.4895300139599814,0.2409,0.0018744142455482662,0.3609,0.42600000000000005,False,0.9565,0.17731876707667416,53.17627646897057
RJR,C_330,RTT-AUGUST-2022,2022-08-01,2566.0,846.6666666666666,2.030708661417323,0.4443,0.026500389711613406,0.3609,0.42600000000000005,False,0.9565,1.0417656042135017,78.86149051242094
RWW,C_120,RTT-AUGUST-2022,2022-08-01,2491.0,1918.0,0.29874869655891545,0.6194,0.06623845845042152,0.2146,0.279,False,0.926,0.9521069746778132,76.53313777614812
RWW,C_320,RTT-AUGUST-2022,2022-08-01,1812.0,1295.6666666666667,0.3985078466683818,0.2064,0.0,0.2146,0.279,False,0.926,-0.6644400510521791,29.63608030066917
RWW,X02,RTT-AUGUST-2022,2022-08-01,1986.0,1203.0,0.6508728179551122,0.2613,0.0015105740181268882,0.2146,0.279,False,0.926,-0.49221411775496576,34.47612063433862
RWW,C_430,RTT-AUGUST-2022,2022-08-01,7.0,27.333333333333332,-0.7439024390243902,0.0,0.0,0.2146,0.279,False,0.926,-1.2775535923342263,15.427628563571364
RBL,C_140,RTT-August-2023,2023-08-01,2031.0,1489.6666666666667,0.36339225777578865,0.4165,0.05662235352043329,0.0577,0.39159999999999995,False,0.9096,0.9860675683310708,77.44981208176735
RBN,C_101,RTT-August-2023,2023-08-01,3818.0,1662.3333333333333,1.296771606176058,0.3237,0.01571503404924044,0.3637,0.28700000000000003,False,0.9311,-0.23207558976260254,42.14868457237144
RBN,C_110,RTT-August-2023,2023-08-01,7182.0,1600.0,3.4887499999999996,0.3452,0.037037037037037035,0.3637,0.28700000000000003,False,0.9311,0.20887855122783255,54.12045100375836
RBN,X02,RTT-August-2023,2023-08-01,7179.0,2258.0,2.179362267493357,0.3583,0.010865022983702465,0.3637,0.28700000000000003,False,0.9311,-0.11209133552477615,45.29287744064534
RBN,C_320,RTT-August-2023,2023-08-01,3344.0,917.6666666666666,2.6440247003269164,0.4889,0.014952153110047847,0.3637,0.28700000000000003,False,0.9311,0.29007335209422785,56.39380328169401
RBN,C_330,RTT-August-2023,2023-08-01,8375.0,2372.3333333333335,2.53027961219615,0.2995,0.012059701492537314,0.3637,0.28700000000000003,False,0.9311,-0.21600709592927111,42.49702080850673
RBN,C_120,RTT-August-2023,2023-08-01,4415.0,1380.0,2.199275362318841,0.357,0.027633069082672705,0.3637,0.28700000000000003,False,0.9311,0.03859924668159745,49.37207810065084
RBN,C_170,RTT-August-2023,2023-08-01,6.0,8.0,-0.25,0.0,0.0,0.3637,0.28700000000000003,False,0.9311,-1.314535375148978,14.804290035750297
RBS,X04,RTT-August-2023,2023-08-01,24969.0,11547.0,1.1623798389192,0.4951,0.032199927910609154,0.1219,0.07640000000000002,False,0.6795,-1.755568125540984,8.71757264643872
RBT,C_330,RTT-August-2023,2023-08-01,6276.0,1452.6666666666667,3.320330426801285,0.514,0.14196940726577437,0.1928,0.37849999999999995,False,0.9001,2.019076853099396,94.92162434686956
RBT,X02,RTT-August-2023,2023-08-01,2319.0,1255.0,0.847808764940239,0.282,0.00301854247520483,0.1928,0.37849999999999995,False,0.9001,-0.03616873376995006,47.39206160051334
RBT,C_320,RTT-August-2023,2023-08-01,3275.0,723.3333333333334,3.5276497695852536,0.5539,0.11358778625954198,0.1928,0.37849999999999995,False,0.9001,1.8788711314709923,93.63828031900266
RBT,C_340,RTT-August-2023,2023-08-01,820.0,290.3333333333333,1.8243398392652126,0.5646,0.07317073170731707,0.1928,0.37849999999999995,False,0.9001,1.3877991115461774,86.33238610321753
REM,C_101,RTT-August-2023,2023-08-01,5742.0,1142.3333333333333,4.026553837175372,0.5975,0.09369557645419714,0.1308,0.31079999999999997,False,0.9287,1.7282856946563303,91.79576496470804
REM,C_120,RTT-August-2023,2023-08-01,6780.0,1776.3333333333333,2.8168511915931695,0.5994,0.0607669616519174,0.1308,0.31079999999999997,False,0.9287,1.3270581183957582,85.24154367953066
REM,C_320,RTT-August-2023,2023-08-01,3802.0,835.0,3.5532934131736527,0.3135,0.004208311415044713,0.1308,0.31079999999999997,False,0.9287,0.16997895820192466,52.928774406453385
REM,C_110,RTT-August-2023,2023-08-01,7871.0,1452.6666666666667,4.418311151904543,0.5923,0.0824545801041799,0.1308,0.31079999999999997,False,0.9287,1.6480891334164867,90.49408745072876
REM,X02,RTT-August-2023,2023-08-01,8274.0,2694.0,2.071269487750557,0.4471,0.03359922649262751,0.1308,0.31079999999999997,False,0.9287,0.6367589529172505,67.67806398386654
REM,C_100,RTT-August-2023,2023-08-01,3948.0,2557.3333333333335,0.5437956204379562,0.6066,0.11524822695035461,0.1308,0.31079999999999997,False,0.9287,1.6379348719858515,90.38408653405445
REM,C_340,RTT-August-2023,2023-08-01,2000.0,1565.6666666666667,0.27741111347668723,0.2745,0.0005,0.1308,0.31079999999999997,False,0.9287,-0.25056255805421307,41.534512787606566
REM,C_140,RTT-August-2023,2023-08-01,4342.0,1612.0,1.693548387096774,0.4714,0.050667894979272224,0.1308,0.31079999999999997,False,0.9287,0.8184511362615617,72.77477312310936
REM,C_430,RTT-August-2023,2023-08-01,970.0,183.0,4.300546448087432,0.2258,0.0010309278350515464,0.1308,0.31079999999999997,False,0.9287,-0.010181970912584187,48.11623430195252
RET,C_400,RTT-August-2023,2023-08-01,11647.0,7202.333333333333,0.6171148238996622,0.3649,0.0,0.0044,0.29236666666666666,True,0.7501,-0.8864703750074141,24.181868182234854
RET,X03,RTT-August-2023,2023-08-01,18.0,65.0,-0.7230769230769231,0.0,0.0,0.0044,0.29236666666666666,True,0.7501,-1.9102224151911602,7.195893299110826
RJN,X04,RTT-August-2023,2023-08-01,178.0,61.0,1.918032786885246,0.7697,0.02247191011235955,0.2405,0.3758,False,0.8815,1.2891084939394784,84.37070308919242
RJN,C_300,RTT-August-2023,2023-08-01,18.0,3.0,5.0,0.9444,0.0,0.2405,0.3758,False,0.8815,1.7914880781379618,92.67577229810249
RJR,C_110,RTT-August-2023,2023-08-01,1748.0,1417.0,0.23359209597741715,0.405,0.07665903890160183,0.3269,0.4224,False,0.928,1.1092443874903517,80.5390044917041
RJR,C_160,RTT-August-2023,2023-08-01,1363.0,1036.3333333333333,0.3152138951431329,0.496,0.08950843727072634,0.3269,0.4224,False,0.928,1.458770781337419,87.57906315885965
RJR,C_502,RTT-August-2023,2023-08-01,3144.0,2088.0,0.5057471264367817,0.4866,0.041348600508905854,0.3269,0.4224,False,0.928,1.0153368195496917,78.30231918599321
RJR,C_300,RTT-August-2023,2023-08-01,,581.3333333333334,,,,0.3269,0.4224,False,0.928,,
RWW,C_101,RTT-August-2023,2023-08-01,2061.0,1605.6666666666667,0.283578991073282,0.4541,0.09946627850557982,0.2505,0.30879999999999996,False,0.9299,0.9726288695724399,77.01897515812631
RWW,X05,RTT-August-2023,2023-08-01,5568.0,3989.0,0.39583855602908,0.4747,0.09410919540229885,0.2505,0.30879999999999996,False,0.9299,0.9850560203654571,77.41314510954258
RWW,X06,RTT-August-2023,2023-08-01,285.0,202.0,0.4108910891089108,0.207,0.0035087719298245615,0.2505,0.30879999999999996,False,0.9299,-0.4996706982329663,34.210285085709046
RWW,C_300,RTT-August-2023,2023-08-01,31.0,112.66666666666667,-0.7248520710059172,0.0968,0.0,0.2505,0.30879999999999996,False,0.9299,-0.9054316217132006,23.778531487762397
RBL,C_320,RTT-August-2024,2024-08-01,2496.0,805.0,2.1006211180124224,0.5453,0.022035256410256412,0.0495,0.4162,False,0.8987,1.2175247937213645,82.92235768631406
RBL,C_120,RTT-August-2024,2024-08-01,3705.0,1254.6666666666667,1.9529755579171093,0.5749,0.03535762483130904,0.0495,0.4162,False,0.8987,1.3987479248095382,86.61655513795948
RBL,C_130,RTT-August-2024,2024-08-01,3677.0,2369.3333333333335,0.5519133370849745,0.4708,0.05955942344302421,0.0495,0.4162,False,0.8987,1.2360579235426499,83.30736089467412
RBL,C_340,RTT-August-2024,2024-08-01,3418.0,924.6666666666666,2.6964671953857247,0.4435,0.004681100058513751,0.0495,0.4162,False,0.8987,0.8603431502652762,74.03978366486388
RBL,C_410,RTT-August-2024,2024-08-01,1095.0,674.0,0.6246290801186944,0.5187,0.0036529680365296802,0.0495,0.4162,False,0.8987,0.8540148205557063,73.8839490329086
RBL,C_430,RTT-August-2024,2024-08-01,105.0,106.0,-0.009433962264150941,0.1048,0.0,0.0495,0.4162,False,0.8987,-0.26187040645440746,41.195343294527454
RBN,C_160,RTT-August-2024,2024-08-01,7931.0,2049.0,2.8706686188384576,0.5912,0.1311310049174127,0.0403,0.23619999999999997,False,0.942,1.7430140950134763,92.03410028416903
RBN,C_140,RTT-August-2024,2024-08-01,1408.0,364.3333333333333,2.864592863677951,0.2514,0.002130681818181818,0.0403,0.23619999999999997,False,0.942,-0.2708459824790883,40.993674947291225
RBN,X05,RTT-August-2024,2024-08-01,2709.0,790.0,2.429113924050633,0.4828,0.08379475821336287,0.0403,0.23619999999999997,False,0.942,1.0055208466353185,77.93564946374552
RBN,C_301,RTT-August-2024,2024-08-01,6820.0,1773.3333333333333,2.8458646616541357,0.4116,0.002932551319648094,0.0403,0.23619999999999997,False,0.942,0.13210755075354244,51.9754331286094
RBT,C_130,RTT-August-2024,2024-08-01,3907.0,1747.0,1.236405266170578,0.3788,0.014589198873816227,0.0565,0.3849,False,0.9001,0.5080544076834363,63.626363553029606
RBT,C_301,RTT-August-2024,2024-08-01,609.0,696.0,-0.125,0.3547,0.029556650246305417,0.0565,0.3849,False,0.9001,0.4635059016333071,62.08635071958933
RBT,X05,RTT-August-2024,2024-08-01,352.0,205.0,0.7170731707317073,0.0284,0.0,0.0565,0.3849,False,0.9001,-0.5394064340147511,33.02777523146026
RBT,C_120,RTT-August-2024,2024-08-01,5780.0,1515.0,2.815181518151815,0.5375,0.04532871972318339,0.0565,0.3849,False,0.9001,1.3204377438130828,85.10404253368779
RBT,C_502,RTT-August-2024,2024-08-01,2142.0,1098.3333333333333,0.950227617602428,0.4435,0.025210084033613446,0.0565,0.3849,False,0.9001,0.7395509126442277,70.6297552479604
RBT,C_430,RTT-August-2024,2024-08-01,26.0,51.0,-0.4901960784313726,0.0385,0.038461538461538464,0.0565,0.3849,False,0.9001,-0.27229532387995353,40.93867448895408
REM,X05,RTT-August-2024,2024-08-01,11125.0,3564.0,2.1214927048260384,0.4648,0.028134831460674158,0.0368,0.2905,False,0.9333,0.652204198934081,68.081400678339
REN,X02,RTT-August-2024,2024-08-01,837.0,714.0,0.17226890756302526,0.0382,0.0,0.0,0.30442222222222226,True,0.8908,-0.9486420490607764,22.907690897424146
REP,C_502,RTT-August-2024,2024-08-01,15332.0,5701.666666666667,1.6890382928968135,0.5258,0.05035220453952518,0.0918,0.11260000000000003,False,0.5972,-1.6856416186302843,9.515079292327435
REP,X06,RTT-August-2024,2024-08-01,1488.0,620.0,1.4,0.2702,0.003360215053763441,0.0918,0.11260000000000003,False,0.5972,-2.7715949621874296,3.327527729397745
RET,X02,RTT-August-2024,2024-08-01,2760.0,1979.0,0.39464375947448205,0.3007,0.006521739130434782,0.0191,0.30442222222222226,True,0.8099,-0.6539177432115199,29.984416536804474
RJN,C_110,RTT-August-2024,2024-08-01,1252.0,1255.3333333333333,-0.0026553372278278475,0.349,0.009584664536741214,0.1578,0.46930000000000005,False,1.0,1.105981590361453,80.47483729031075
RJN,C_340,RTT-August-2024,2024-08-01,570.0,215.66666666666666,1.6429675425038641,0.4088,0.0,0.1578,0.46930000000000005,False,1.0,1.3130925218198364,84.92987441562013
RJN,X02,RTT-August-2024,2024-08-01,472.0,405.0,0.16543209876543208,0.2945,0.012711864406779662,0.1578,0.46930000000000005,False,1.0,1.0140721101946961,78.25648547071225
RJN,X06,RTT-August-2024,2024-08-01,1.0,12.0,-0.9166666666666666,0.0,0.0,0.1578,0.46930000000000005,False,1.0,0.07244468730181475,50.2245852048767
RJR,X02,RTT-August-2024,2024-08-01,2619.0,1916.0,0.3669102296450939,0.3154,0.01794578083237877,0.1523,0.40290000000000004,False,0.9361,0.4836081880922327,62.87469062242186
RJR,C_301,RTT-August-2024,2024-08-01,1157.0,1057.0,0.09460737937559127,0.4209,0.025064822817631807,0.1523,0.40290000000000004,False,0.9361,0.7857526571209485,71.87643230360253
RJR,X06,RTT-August-2024,2024-08-01,199.0,1553.0,-0.8718609143593046,0.1307,0.0,0.1523,0.40290000000000004,False,0.9361,-0.247056813035822,41.63534696122468
RWW,C_502,RTT-August-2024,2024-08-01,4124.0,1880.3333333333333,1.1932281510370504,0.4711,0.10281280310378274,0.1966,0.3517,False,0.9293,1.3847888875534968,86.25905215876799
RWW,X04,RTT-August-2024,2024-08-01,1520.0,1040.0,0.46153846153846145,0.2013,0.009868421052631578,0.1966,0.3517,False,0.9293,-0.1925582144808784,43.10202585021542
RWW,C_130,RTT-August-2024,2024-08-01,3081.0,2444.6666666666665,0.26029451868012,0.3006,0.0103862382343395,0.1966,0.3517,False,0.9293,0.04060410668859593,49.42707855898799
RWW,C_110,RTT-August-2024,2024-08-01,3732.0,1660.3333333333333,1.247741417386067,0.5142,0.0707395498392283,0.1966,0.3517,False,0.9293,1.205487697901226,82.64735539462829
RWW,C_100,RTT-August-2024,2024-08-01,644.0,399.0,0.6140350877192982,0.3276,0.03571428571428571,0.1966,0.3517,False,0.9293,0.3687271068807761,58.7496562471354
RWW,C_410,RTT-August-2024,2024-08-01,649.0,399.6666666666667,0.6238532110091741,0.1834,0.0,0.1966,0.3517,False,0.9293,-0.31212239410661446,39.78366486387387
RWW,C_340,RTT-August-2024,2024-08-01,1385.0,617.0,1.2447325769854132,0.4347,0.019494584837545126,0.1966,0.3517,False,0.9293,0.5430509417369692,64.72637271977266
REM,C_101,RTT-August-2025,2025-08-01,3536.0,1142.3333333333333,2.0954187335862273,0.4415,0.013009049773755657,0.0848,0.29990000000000006,False,0.9691,0.6380322286682705,67.7147309560913
REM,C_110,RTT-August-2025,2025-08-01,5160.0,1452.6666666666667,2.5520881138136757,0.5165,0.0377906976744186,0.0848,0.29990000000000006,False,0.9691,1.089366326156609,80.04400036666972
REM,C_120,RTT-August-2025,2025-08-01,6462.0,1776.3333333333333,2.637830737474198,0.5956,0.1145156298359641,0.0848,0.29990000000000006,False,0.9691,1.989341118731229,94.66495554129618
REM,C_340,RTT-August-2025,2025-08-01,1423.0,1565.6666666666667,-0.09112199276133703,0.1799,0.0,0.0848,0.29990000000000006,False,0.9691,-0.3225180465804223,39.53616280135668
REM,X02,RTT-August-2025,2025-08-01,5218.0,2694.0,0.9368968077208613,0.386,0.007857416634725948,0.0848,0.29990000000000006,False,0.9691,0.3510163241351173,58.190484920707675
REM,C_140,RTT-August-2025,2025-08-01,5496.0,1612.0,2.4094292803970223,0.5959,0.09970887918486172,0.0848,0.29990000000000006,False,0.9691,1.8354998640939915,93.13410945091209
REM,C_100,RTT-August-2025,2025-08-01,2294.0,2557.3333333333335,-0.10297184567257567,0.5785,0.06669572798605057,0.0848,0.29990000000000006,False,0.9691,1.2702491699185088,84.05903382528189
REM,C_320,RTT-August-2025,2025-08-01,2118.0,835.0,1.5365269461077844,0.1681,0.0,0.0848,0.29990000000000006,False,0.9691,-0.20761517728377138,42.68035566963058
REM,C_430,RTT-August-2025,2025-08-01,965.0,183.0,4.273224043715847,0.256,0.0,0.0848,0.29990000000000006,False,0.9691,0.2528033026471984,55.28462737189477
RET,C_400,RTT-August-2025,2025-08-01,9577.0,7202.333333333333,0.32970796501133903,0.4115,0.02036128223869688,0.0042,0.31525555555555557,True,0.7819,-0.3359751164677225,39.10532587771564
RET,X03,RTT-August-2025,2025-08-01,62.0,65.0,-0.0461538461538461,0.0,0.0,0.0042,0.31525555555555557,True,0.7819,-1.5746465300209886,10.86259052158768
RJN,C_300,RTT-August-2025,2025-08-01,25.0,3.0,7.333333333333334,0.04,0.0,0.2386,0.52,False,0.8846,0.47655829627587887,62.66385553212943
RJN,X04,RTT-August-2025,2025-08-01,236.0,61.0,2.8688524590163933,0.2797,0.0211864406779661,0.2386,0.52,False,0.8846,0.8678740010980698,74.23228526904391
RJR,C_110,RTT-August-2025,2025-08-01,2146.0,1417.0,0.5144671841919548,0.4334,0.07129543336439888,0.264,0.3558,False,0.8753,0.621158215963923,67.19222660188835
RJR,C_160,RTT-August-2025,2025-08-01,1543.0,1036.3333333333333,0.48890318430363466,0.5353,0.12637718729747247,0.264,0.3558,False,0.8753,1.3714362876632327,86.03905032541938
RJR,C_502,RTT-August-2025,2025-08-01,2336.0,2088.0,0.11877394636015315,0.5026,0.05393835616438356,0.264,0.3558,False,0.8753,0.6002470168865303,66.59638830323587
RJR,C_300,RTT-August-2025,2025-08-01,13.0,581.3333333333334,-0.9776376146788991,0.1538,0.0,0.264,0.3558,False,0.8753,-0.8514097317548991,24.98854157117976
RWW,X05,RTT-August-2025,2025-08-01,4909.0,3989.0,0.2306342441714715,0.5174,0.05235282134854349,0.0406,0.37129999999999996,False,0.9313,1.2152273556866795,82.83985699880833
RWW,C_101,RTT-August-2025,2025-08-01,2056.0,1605.6666666666667,0.2804650197218186,0.3823,0.04036964980544747,0.0406,0.37129999999999996,False,0.9313,0.7758253693293852,71.49142909524247
RWW,X06,RTT-August-2025,2025-08-01,674.0,202.0,2.3366336633663365,0.5415,0.037091988130563795,0.0406,0.37129999999999996,False,0.9313,1.3230665617923518,85.14070950591255
RWW,C_300,RTT-August-2025,2025-08-01,45.0,112.66666666666667,-0.6005917159763314,0.0,0.0,0.0406,0.37129999999999996,False,0.9313,-0.6167239502281638,30.99275827298561
RBL,C_140,RTT-August-2025,2025-08-01,2635.0,1489.6666666666667,0.7688520921906465,0.6603,0.047058823529411764,0.1116,0.39359999999999995,False,0.9121,1.509730604437894,88.39490329086075
RBL,C_101,RTT-March-2025,2025-03-01,2042.0,1953.3333333333333,0.045392491467576734,0.2806,0.002448579823702253,0.0759,0.37860000000000005,False,0.9246,0.1252288235242876,51.72793106609221
RBL,C_502,RTT-March-2025,2025-03-01,3918.0,1620.6666666666667,1.4175236528177702,0.4964,0.04823889739663093,0.0759,0.37860000000000005,False,0.9246,1.1974998369800254,82.5098542487854
RBL,C_330,RTT-March-2025,2025-03-01,3862.0,1962.0,0.9683995922528033,0.53,0.0036250647332988087,0.0759,0.37860000000000005,False,0.9246,0.8362347138998927,73.38894490787423
RBL,C_301,RTT-March-2025,2025-03-01,3665.0,1221.0,2.0016380016380015,0.4718,0.0032742155525238743,0.0759,0.37860000000000005,False,0.9246,0.7802201232635713,71.66559721331011
RBL,X06,RTT-March-2025,2025-03-01,3749.0,2547.0,0.4719277581468395,0.136,0.015204054414510537,0.0759,0.37860000000000005,False,0.9246,-0.07989346293352545,46.18205151709597
RBL,C_100,RTT-March-2025,2025-03-01,313.0,2696.6666666666665,-0.8839307787391841,0.1565,0.003194888178913738,0.0759,0.37860000000000005,False,0.9246,-0.2581137997190945,41.33284444037034
RBN,C_100,RTT-March-2025,2025-03-01,5982.0,1492.3333333333333,3.0084878266696453,0.3517,0.031260448010698764,0.0686,0.2572,False,0.957,0.4069809868586311,60.19800165001376
